,Comments
119,"['nennt', 'tier', 'kernspaltung', 'betreibt']"
120,['wow']
121,"['mega', 'gute', 'qualitt', 'gibt', 'nix', 'cooleres', 'arte', 'weltraumdokus']"
122,"['geld', 'gier', 'macht', 'einzelnen', 'menschen', 'leben', 'menschheit', 'sogar', 'lebewesen', 'kosten']"
123,"['unglaublich', 'beeindruckende', 'dokumentation', 'sitze', 'gnsehaut', 'liebes', 'arte', 'team', 'vielen', 'dank', 'fr', 'faszinierende', 'erlebnis', 'lehrt', 'demut', 'dankbarkeit']"
124,"['menschen', 'unbedeutend', 'knnen', 'viele', 'leider', 'akzeptieren', 'sagen', 'mal', 'wren', 'alleine', 'sollten', 'erstrecht', 'leben', 'beschtzen', 'tag', 'verteilen', 'knnen', 'nein', 'rotten', 'lieber', 'fr', 'papier', 'herscher', 'welt', 'gegenteil', 'welt', 'herscht', 'ber', 'katastrophe', 'viele', 'menschen', 'sterben']"
125,"['unsinn', 'berleben', 'gibt', 'spezies', 'universum', 'intelligenter', 'lnger', 'leben', 'lage', 'ernhren', 'schlssel', 'heit', 'kommunikation', 'handel']"
126,"['wahnsinns', 'doku', 'wieso', 'schulen', 'gezeigt']"
127,"['fehlen', 'fuballfldervergleiche']"
128,"['tja', 'tiere', 'halt', 'kapitalismus', 'erfunden', 'deshalb', 'all', 'fhigkeiten', 'augen', 'menschen', 'wertlos', 'huh', 'huh']"
129,"['unerklrliche', 'podcast', 'spotify', 'behandelt', 'genau', 'themen', 'empfehlenswert']"
130,"['ganz', 'gut', 'gemacht', 'krake', 'arm', 'hirn', 'info', 'leider', 'falsch']"
131,"['traumhafter', 'kurzfilm', 'wrde', 'mal', 'glatt', 'sagenwar', 'dabei', 'nen', 'oscar', 'kriegennicht', 'vergleichen', 'dokusdas', 'vllig', 'neue', 'art', 'film', 'geniale', 'stimme', 'wunderbar', 'stil', 'erklrtdas', 'kunstah', 'htten', 'menschen', 'gehrt', 'genau', 'filmso', 'kunst', 'kenne', 'lebewesenso', 'daumen', 'hoch', 'video', 'favoriten', 'abohut', 'ab', 'atre', 'macht', 'schon', 'gutmit', 'internet', 'youtube', 'video', 'richtig', 'menschheit']"
132,"['mrd', 'jahre', 'alt', 'lj', 'durchmesser']"
133,"['hey', 'arte', 'httet', 'fairerweise', 'einbringen', 'knnen', 'mensch', 'beste', 'ausdauerlufer', 'konnte', 'steinzeitmensch', 'hetzjagt', 'beute', 'erjagen', 'gru']"
134,['meisterwerk']
135,"['sichtbare', 'sterne', 'davon', 'ausgeht', 'sternensystem', 'planet', 'leben', 'mglich', 'erden', 'planeten', 'leben', 'entstanden', 'reden', 'milliarden', 'planeten', 'intelligentem', 'leben', 'mal', 'illusion', 'wegzubekommen', 'alleine', 'universum', 'niemals']"
136,"['menschheit', 'ja', 'heute', 'stande', 'erkennen', 'wirkliche', 'krankheit', 'nummer', 'welt']"
137,"['mensch', 'privileg', 'einzigartigen', 'oase', 'unzhligen', 'toten', 'planeten', 'leben', 'vielleicht', 'edelste', 'bestimmung', 'leben', 'all', 'vermehren', 'auerhalb', 'erde']"
138,"['groteil', 'menschheit', 'schlft', 'gehe', 'planeten', 'geschiehttop', 'video', 'danke']"
139,"['ende', 'absolute', 'gnsehaut']"
140,"['liebes', 'arte', 'team', 'seit', 'einfach', 'gut']"
141,"['spezies', 'schme', 'schon', 'lange', 'dafr', 'versuche', 'beitrag', 'besseren', 'steuern', 'fhle', 'laufe', 'hamsterradberall', 'lauern', 'versuchungen', 'verlockungen', 'egal', 'garnichts', 'tun', 'option', 'gehts', 'vielen', 'dank', 'fr', 'tollen', 'beitrag']"
142,"['wunderbare', 'bildhafte', 'erzhlung', 'zauber', 'evolution', 'universums', 'tief', 'bewegend', 'berhrend', 'gott', 'religion', 'auskommend', 'vielen', 'dank', 'fr', 'film']"
143,"['mega', 'dokumentation', 'daraus', 'lernen', 'mensch', 'hlt', 'meist', 'fr', 'besseres', 'tiere', 'pflanzen', 'beste', 'lebewesen', 'planetenwir', 'sollten', 'eher', 'demtig', 'verantwortungsvoll', 'unserer', 'umwelt', 'umgehen', 'bezwingen', 'gar', 'zerstrenschlielich', 'gibt', 'lange', 'erde', 'zerstren', 'urwald', 'abholzen', 'massentierhaltung', 'usw', 'mehr', 'lange', 'geben']"
144,"['toller', 'film', 'leider', 'fast', 'gar', 'neues', 'fr', 'trotzdem', 'anschauen']"
145,"['bereiche', 'mensch', 'durchaus', 'verbessern', 'bevor', 'leben', 'vernichtet']"
146,"['einleitungssatz', 'erscheint', 'schon', 'falsch', 'vorschlag', 'mensch', 'fragt', 'seit', 'jeher', 'besondere', 'stellung', 'universum', 'einnimmt']"
147,"['liebes', 'arte', 'team', 'fehlen', 'jegliche', 'worte', 'hervorragende', 'bermittlung']"
148,"['nette', 'fakten', 'ber', 'erde', 'pathetisch', 'unlogisch', 'spezies', 'mehrmals', 'unbedeutend', 'abstempeln', 'bedeutsam', 'fr', 'artenstreben', 'usw', 'machennatrlich', 'kosmos', 'herauszoomen', 'menschen', 'unbedeutsam', 'abstempeln', 'absolut', 'gesehen', 'natrlich', 'eigentlich', 'unbedeutsam', 'wrmetod', 'universums', 'verhindern', 'fall', 'einzige', 'art', 'dafr', 'geisselt', 'arten', 'auszurotten', 'selbige', 'katze', 'behaupten']"
149,"['groartige', 'dokus']"
150,"['human', 'life', 'matter', 'too']"
151,"['pseudophilosopische', 'geschwafel', 'macht', 'birne', 'weich', 'sthetisiertes', 'infotainment', 'wissenschaftliches', 'informat']"
152,"['ersten', 'zehn', 'minuten', 'schon', 'fnf', 'mal', 'mensch', 'verbindung', 'unbedeutend', 'gehrt', 'danach', 'gemacht']"
153,"['unbedeutheit', 'mensch', 'bedeutungsvollste', 'sinnreichste', 'wesen', 'sphre', 'lebens', 'mensch', 'schlssel', 'menschen', 'erfhrt', 'gott', 'kosmos']"
154,"['groartige', 'bilder', 'groartige', 'musik', 'frage', 'nachdenken', 'anregt', 'absolute', 'oberklasse']"
155,"['gttlich', 'menschen', 'wurden', 'jemanden', 'irre', 'gefhrt', 'seele', 'unsterblich', 'hrt', 'geschichten']"
156,"['berflssige', 'spezie']"
157,"['ergebnis', 'evolution', 'licht', 'wesen', 'seelen', 'gott', 'schpfer', 'geschafft', 'worden', 'steckt', 'evolution', 'leere', 'bob', 'sowas', 'tu']"
158,"['d', 'ergebnis', 'evolution', 'licht', 'wesen', 'seelen', 'gott', 'schpfer', 'geschafft', 'worden', 'steckt', 'evolution', 'leere', 'inn', 'bob', 'sowas', 'tu']"
159,"['d', 'ergebnis', 'evolution', 'licht', 'wesen', 'seelen', 'gott', 'schpfer', 'geschafft', 'worden', 'steckt', 'evolution', 'leere', 'inn', 'bob', 'sowas', 'tu']"
160,"['mag', 'ja', 'moment', 'lebens', 'unglaubliche', 'bedeutung', 'bekommt', 'physischen', 'vergnglichkeit', 'bewusst', 'unmenschliche', 'vernunft']"
161,"['berschtzt', 'doku', 'wissen', 'ber', 'berschtzung', 'lange', 'darber', 'bekannt', 'menschen', 'unbesonders', 'macht']"
162,"['tja', 'u', 'trotzdem', 'menschheit', 'spezies', 'welt', 'besten', 'nutze', 'macht', 'allerdings', 'inzwischen', 'viele', 'u', 'bertreiben', 'ausnutzung', 'unserer', 'umwelt', 'bzw', 'meisten', 'wohl', 'frieden', 'u', 'natur', 'leben', 'paar', 'wenige', 'reiche', 'eben', 'mehr', 'melden', 'ottonormalmenschder', 'mensch', 'viele', 'gute', 'eigenschaften', 'menschheit', 'immer', 'verallgemeinert', 'schlecht', 'gemacht', 'mchtigen', 'entscheidungen', 'oft', 'masse', 'menschen', 'vorbei', 'treffen']"
163,['super']
164,"['wow', 'informationsgewitter', 'vielen', 'dank', 'dafr', 'daumen', 'hochrundum', 'gelungen', 'fest', 'fr', 'sinne']"
165,"['wre', 'toll', 'englisch', 'synchronisiert', 'solch', 'tolle', 'doku', 'bedarf', 'grter', 'aufmerksamkeit']"
166,"['vieles', 'tisch', 'fall', 'gelassen', 'ganz', 'besonderes', 'ersten', 'umgebung', 'relevant', 'verndern', 'whrend', 'lebewesen', 'anpassen']"
167,"['punkt', 'gebracht', 'wert', 'unbedeutendes', 'kleines', 'pnktchen', 'system', 'mindestens', 'genau', 'gut', 'funktioniert', 'steht', 'wert', 'schon', 'fest', 'gibt']"
168,"['extrem', 'bipolar', 'planetenlangsam', 'beginnt', 'bipolare', 'welt', 'nderndas', 'negative', 'bse', 'all', 'form', 'bumt', 'gerade', 'scheitern', 'verlierendie', 'liebe', 'gute', 'gewinnen', 'nchste', 'bewusstseinstufe', 'erleichterung', 'fr', 'seelen', 'entwickelndie', 'bekommen', 'planeten', 'austoben', 'aufsteigen']"
169,"['aha', 'menschen', 'unbedeutend', 'ende', 'schlechtesten', 'botschaft', 'verstanden']"
170,"['eins', 'besten', 'dokus', 'je', 'gesehen', 'gute', 'arbeit', 'arte', 'team', 'menschen', 'sagen', 'staaten', 'klugheit', 'wissen', 'leben', 'lebendiger', 'bewusster', 'staaten', 'macht', 'nein', 'entschieden', 'lassen', 'entweder', 'kaptialismus', 'komunismus', 'nein', 'gibt', 'optionen', 'systeme', 'mehr', 'lange', 'berleben', 'neuen', 'generationen', 'besser', 'sicher']"
171,"['mensch', 'niemand', 'erden', 'besitzt', 'niemand', 'mensch', 'zeifelt', 'unsterbliche', 'seele', 'idioten', 'selbsternante', 'wissenschaftler']"
172,"['glaube', 'schaue', 'gefhlt', 'mehr', 'gut', 'mehr', 'davon', 'bravo', 'chapeau']"
173,"['gibt', 'evolutiones', 'gibt', 'schpfunggott', 'erschaffenehre', 'sei', 'vater', 'sohn', 'heiligen', 'geist', 'amen', 'jesus', 'christus']"
174,"['stimme', 'passt', 'gut', 'doku', 'einfach', 'hammer']"
175,"['lieber', 'mensch', 'brtierchen', 'unbedeutenden', 'morast', 'stochernden', 'gymnophionen']"
176,"['meisten', 'tiere', 'knnen', 'oft', 'paar', 'dinge', 'gut', 'dafr', 'vieles', 'gar', 'berlegenheit', 'kommt', 'daher', 'fast', 'wenig', 'schaffen', 'auer', 'erde', 'wirklich', 'bringen', 'doku', 'hie', 'ja', 'arten', 'fr', 'hoch', 'entwickelt', 'bestens', 'natrliche', 'umgebung', 'angepasst', 'auerdem', 'knnen', 'fast', 'gemeinsam', 'schaffen', 'glaube', 'mehr', 'denken', 'hinterfragen', 'darauf', 'schieen', 'lsst', 'berlegen', 'trotzdem', 'schne', 'doku', 'empfehlen', 'macht']"
177,"['ok', 'ende', 'wahres', 'gesagt', 'rhetorische', 'anlauf', 'echt', 'deprimierend', 'unbedeutend']"
178,"['finde', 'bedeutend', 'besonders']"
179,"['sagt', 'jemand', 'menschen', 'verbrecher', 'egoisten', 'zerstrer', 'ausgerechnet', 'mensch', 'sagt', 'dasirre']"
180,"['immer', 'heiraten', 'kinder', 'kriegen', 'film', 'wohl', 'lieber', 'verstecken']"
181,"['min', 'lichtjahre', 'knnen', 'fast', 'lichtjahre', 'schauenfrage', 'mehr', 'doppelt', 'gro', 'seinwarum', 'erde', 'unbedeutend', 'dargestellt', 'einzige', 'gerade', 'zerstren', 'erde', 'lebensraum']"
182,"['sonne', 'erlschen', 'unumgnglich', 'deshalb', 'wurden', 'speziellen', 'attributen', 'ausgestattet', 'saat', 'lebens', 'unbeschadet', 'sternen', 'neuen', 'lebenswerten', 'habitat', 'transportieren', 'arche', 'noah', 'sage', 'dreh', 'angelpunkt', 'daseins', 'leben', 'vielfalt', 'einzigartigkeit', 'arten', 'erde', 'gut', 'mglich', 'bewahren', 'aufgabe', 'finde', 'berhaupt', 'unbedeutend']"
183,"['selbstberschtzung', 'wegen', 'gibst', 'sokrates']"
184,"['nein', 'verloren', 'nihilistisches', 'gebrabbel', 'unserer', 'trauminsel']"
185,"['exzellent', 'wahr', 'bedutungslos', 'perfekt', 'vollstndig', 'danke', 'arte']"
186,"['beherrschen', 'verschmutzen', 'tieren', 'berlegen']"
187,"['sag', 'immer', 'seid', 'froh', 'insekten', 'gibt', 'umgebung', 'findet', 'ttet']"
188,"['religion', 'erschaffendass', 'kontroversen', 'geben']"
189,"['tut', 'leid', 'hoffe', 'spezies', 'mensch', 'stirbt', 'haha']"
190,"['msste', 'eigentlich', 'gucken', 'erleuchtend', 'danke']"
191,"['beindruckendes', 'bldsinniges', 'video', 'wer', 'herabwrdigen']"
192,"['bldes', 'video']"
193,"['hoffe', 'err', 'estnische', 'rundfunk', 'mal', 'arte', 'beitreten', 'traum']"
194,"['danke', 'arte', 'fr', 'wunderbaren', 'wunder', 'vielfalt', 'universums']"
195,"['mensch', 'tag', 'besseren', 'belehrt', 'ignorierte', 'betroffenheit', 'klingt', 'besoffenheit', 'sturztrunkend', 'erden', 'gastrecht', 'astrecht', 'ber', 'sge', 'werkzeug', 'eintauscht']"
196,"['unverzeihlicher', 'irrtum', 'video', 'viren', 'kkkkkeeeeeiiiiinnnnneeeee', 'lebewesen', 'biologie', 'habt', 'wohl', 'ahnung', 'bitte', 'video', 'korrigieren', 'neu', 'hochladen']"
197,"['sorry', 'dok', 'wissenschaft', 'tun', 'ideologie', 'verseucht']"
198,"['selten', 'gequirlte', 'jesuiten', 'scheisse', 'komprimiert', 'gesehen', 'gehrt', 'minute', 'durchgehalten', 'kernaussage', 'geschwurbels', 'mensch', 'unbedeutend', 'satanisten', 'stammen']"
199,"['universum', 'endlich', 'menschliche', 'dummheit', 'unendlich']"
200,"['schne', 'doku', 'tragisch', 'traurig', 'unbedeutende', 'wesen', 'mensch', 'soviel', 'schaden', 'planeten', 'bewohnern', 'zufgt']"
201,"['jesus', 'christus', 'vllig', 'ausgeblendetreligion', 'erfindung', 'gott', 'erschaffen']"
202,"['wunderbare', 'doku', 'tollen', 'botschaft', 'liebe', 'arte']"
203,"['cent', 'mehr', 'fr', 'gez', 'zwangssteuer']"
204,"['deutlich', 'berschtzter', 'sender']"
205,"['fazit', 'unbedeutend', 'kacke']"
206,"['tolle', 'doku']"
207,"['dokus', 'gerne', 'mehrere', 'daumen', 'oben', 'gbe']"
208,"['ja', 'ja', 'ganz', 'groes', 'kinofr', 'ganzen', 'selbstverachtenden', 'menschenhasser']"
209,"['mensch', 'krnung', 'schpfung']"
210,"['genau', 'ja', 'okulte', 'orden', 'jesuiten', 'mathematik', 'berechneten', 'unendlichkeits', 'wahn', 'witzigen', 'weltalls', 'reden', 'gut', 'beinahe', 'geschaft', 'seid', 'mehr', 'hunderten', 'jahrenja', 'neist', 'klar', 'verschwrungs', 'mufti', 'kppen', 'glaubenwen', 'bld', 'immer', 'titel', 'stehtaber', 'drauf', 'geckackt', 'unwichtigkeit', 'einzelnen', 'menschenso', 'tief', 'kpfen', 'heutigen', 'menschen', 'hinein', 'gehmmert', 'scheie', 'fhlenich', 'schaue', 'eat', 'dokus', 'ausgewhltes', 'material', 'meistennur', 'arte', 'steht', 'gleich', 'mal', 'allesseht', 'mal', 'oft', 'all', 'stzen', 'kommt', 'negation', 'drinnen', 'liegtmathematik', 'sehe', 'lieber', 'anfangen', 'unendlichkeits', 'trumereinweiter', 'schlafen']"
211,"['sagt', 'papst']"
212,"['ganze', 'zeit', 'gefragt', 'ende', 'vielleicht', 'irgendetwas', 'positive', 'unserer', 'spezies', 'kommt', 'erwhnt', 'wurde', 'danach', 'frage', 'stellen', 'hervorragende', 'doku', 'wirklich', 'ausgezeichnet']"
213,"['glaube', 'daran', 'absoluten', 'alleine', 'schpfer', 'entstehen', 'fngt', 'ja', 'schon', 'universum', 'universum', 'meinung', 'geringsten', 'zufall']"
214,"['dislike', 'verdmmungsdoku', 'allein', 'schon', 'aussage', 'mlrd', 'km', 'all', 'weit', 'hamn', 'schon', 'sterne', 'gezhlt', 'dokuschrott']"
215,"['bedanke', 'dafr', 'dokument', 'gefunden', 'hast', 'super', 'geil', 'dokument']"
216,"['komm', 'ganz', 'klein']"
217,"['abschlieen', 'kapitel', 'unbedeutend', 'klingt', 'fr', 'wissenschaftdenn', 'wissenschaft', 'relativ', 'betrachten', 'gehrt', 'begriff', 'unbedeutend', 'hinaber', 'tolle', 'bilder']"
218,"['mensch', 'wunderbarste', 'symbiont', 'planeten', 'planet', 'gaia', 'wunderbaren', 'grtner', 'erschaffen', 'nachhaltigkeit', 'vernunftbewusstsein', 'wunderbare', 'umweltschonende', 'klimaneutrale', 'welt', 'symbiose', 'erde', 'erschaffen', 'mensch', 'endlich', 'aufwachen', 'bewusst']"
219,"['gibt', 'universum', 'zeigt', 'echtes', 'foto', 'erde', 'wer', 'bekommt']"
220,"['denke', 'bersetzungsfehler', 'sextillion', 'trilliarden', 'msste', 'englischen', 'sextilion', 'deutschen', 'trilliarden']"
221,"['viele', 'menschen', 'reden', 'ber', 'menschen', 'mll']"
222,"['wow', 'wunderbare', 'doku', 'arte', 'fand', 'schon', 'immer', 'gut', 'dokus', 'anbelangt']"
223,"['beste', 'doku', 'jemals', 'gesehen', 'super']"
224,"['merkt', 'verarscht', 'wurden', 'berlegt', 'entstanden', 'beantwortet', 'frage', 'ordnung', 'zufall', 'bitte', 'flehe', 'beeinflusst', 'worden', 'lngst', 'evolutionstheorie', 'gefallen', 'mainstream', 'braucht', 'lnger', 'akzeptieren']"
225,"['schnes', 'video', 'dankewarum', 'klick', 'msste', 'guckenliebe', 'frieden']"
226,"['besten', 'dokus', 'themenbereich', 'gesehen', 'wow', 'respekt']"
227,"['beim', 'thema', 'intelligenz', 'sprache', 'mal', 'einklinken', 'bestehen', 'schon', 'gewaltige', 'unterschiede', 'kommunikationsmittel', 'bienen', 'menschen', 'menschen', 'knnen', 'ber', 'sachverhalt', 'miteinander', 'sprechen', 'ber', 'xbeliebige', 'themen', 'dafr', 'komplexeres', 'wandlungsfhigeres', 'anpassungsfhigeres', 'werkzeug', 'biene', 'grammatik', 'lexikon', 'kommunikationsmitteln', 'arten', 'weitem', 'berlegen', 'reden', 'astronomisch', 'kategorien', 'zeichensprache', 'eigentlich', 'gebrdensprache', 'angeht', 'gab', 'weiblichen', 'schimpansen', 'gelungen', 'ganze', 'reihe', 'gebrden', 'erlernen', 'mittels', 'vertonungsgertes', 'menschliche', 'worte', 'bertragen', 'konnten', 'uerungen', 'regelmige', 'grammatik', 'zahl', 'gebrden', 'begrenzt', 'grunde', 'oft', 'wortsalat', 'ansonsten', 'gute', 'doku']"
228,"['gott', 'einzig', 'wahre', 'schpfer', 'planeten', 'wen', 'wre', 'wre', 'perfekt', 'fernsehen', 'perfekt', 'jemand', 'fernsehen', 'erschaffen', 'kreiert', 'jesus', 'liebt', 'egal', 'glaubt', 'wer']"
229,"['ganz', 'schn', 'unbedeutend', 'merken']"
230,"['mensch', 'einzige', 'art', 'geschafft', 'arte', 'hervorzubringen']"
231,"['hahaha', 'werdet', 'bald', 'sehen', 'mensch', 'voellig', 'unterschaetzte', 'spezies', 'natuerlich', 'moment', 'userer', 'spiritualitaet', 'kraft', 'willens', 'beraubt', 'passt', 'titel', 'schon', 'wende', 'nah', 'nah']"
232,['atemberaubendem']
233,"['art', 'fokus', 'interessant', 'regt', 'nachdenken', 'gut', 'gemacht', 'arte', 'schade', 'message', 'doku', 'eingngig', 'richtung', 'hinaus', 'luft']"
234,"['soviel', 'falsche', 'ausgangspunkte', 'soviel', 'falsche', 'schlsse', 'traurig', 'arte', 'htte', 'differenzierteres', 'erwartet']"
235,"['meinung', 'wort', 'unbedeutend', 'falsch', 'benutzt', 'setzt', 'fokus', 'weniger', 'wesentliche', 'dingekann', 'erst', 'nachdem', 'geschehen', 'beurteilen', 'bedeutend', 'fr', 'nichtalles', 'bedeutung', 'vielleicht', 'entwickelt', 'spter', 'menschen', 'spezies', 'unserer', 'erdeleichen', 'entsteht', 'wichtiges', 'lebenaus', 'sicht', 'wre', 'einzige', 'unbedeutend', 'erscheinen', 'lsst', 'tatsache', 'gelungen', 'kolektiv', 'lngerfristig', 'symbiose', 'natur', 'lebendarwins', 'forschung', 'wonach', 'spezies', 'berleben', 'besten', 'anpassen', 'knnen', 'danach', 'mssten', 'richtenalso', 'passen', 'natur', 'umgekehrtschwierigkeit', 'dabei', 'hirn', 'entwickelt', 'schneller', 'emotionsintelligenzmeine', 'therorie', 'deshalb', 'letzten', 'jahren', 'viele', 'religionen', 'entstanden', 'sinddie', 'menschen', 'spren', 'instinktiv', 'mehr', 'stimmt', 'versuchen', 'bekommenleider', 'funtkioniert', 'konzept', 'religion', 'fr', 'speizies', 'kolektiv', 'gutdie', 'grundidee', 'dahinter', 'zumindest', 'sehe', 'positiven', 'verndern', 'finde', 'gut', 'menschheit', 'versuchen', 'idee', 'aufzugreifen', 'verndern', 'funktionieren', 'kannich', 'denke', 'hinbekommen', 'mehr', 'symbiose', 'leben', 'vielleicht', 'sogar', 'ganz', 'spter', 'wissen', 'verwendet', 'knnte', 'htten', 'titel', 'bedeutend', 'verdientmeiner', 'befrchtung', 'richtung', 'symbiose', 'arbeiten', 'kolektiv', 'fehler', 'wiederholen', 'fiktiven', 'welt', 'sowie', 'spter', 'luftleeren', 'welt', 'wiederholen', 'mehr', 'dahin', 'wahrscheinlich', 'besser', 'wre', 'kritisieren', 'eher', 'ergnzen', 'finde', 'doku', 'superdas', 'meiste', 'wesentliche', 'wissen', 'schon', 'vergangenheit', 'ja', 'viele', 'geniale', 'forscher', 'sollten', 'anfangen', 'deren', 'erfahrungen', 'nutzen', 'neue', 'ideen', 'kreieren', 'zusetzten']"
236,"['kontrapunkt', 'allzu', 'geozentrischen', 'weltsicht', 'homo', 'sapiens', 'sapiens', 'unangefochtener', 'krone', 'schpfung', 'deren', 'mittelpunkt', 'geeignet', 'alternative', 'hierzu', 'stelle', 'bisheriger', 'spekulationen', 'treten', 'gegenteiligen', 'spekulationen', 'ambitise', 'sichtweise', 'versucht', 'stet', 'vordergrund', 'stellen', 'spezies', 'menschen', 'voraus', 'tatsache', 'mensch', 'einzige', 'spezies', 'gesamten', 'planeten', 'auslschen', 'grund', 'freude', 'wre', 'zeigt', 'schon', 'mensch', 'eben', 'liga', 'spielt', 'weiterhin', 'mensch', 'einzige', 'irdische', 'spezies', 'wissen', 'darber', 'ferner', 'zukunft', 'ganz', 'unausweichlich', 'erde', 'geschehen', 'ntig', 'verlassen', 'darber', 'hinaus', 'zumindest', 'bereits', 'theoretisch', 'umsetzbare', 'konzepte', 'bewerkstelligen', 'respekt', 'fr', 'faszinierende', 'brtierchen', 'sonne', 'roten', 'riesen', 'zhe', 'brtierchen', 'unausweichlich', 'ausgelscht', 'sei', 'zuknftige', 'mensch', 'nimmt', 'intergalaktische', 'arche', 'bekommen', 'probleme', 'dadurch', 'griff', 'klein', 'mensch', 'besondere', 'rolle', 'bedeutung', 'erkennt', 'daraus', 'erwachsende', 'verantwortung', 'fr', 'zukunft', 'erde', 'annimmt', 'respekt', 'flora', 'fauna', 'erde', 'schtzen', 'beginnt', 'zunchst', 'mal', 'hheren', 'lebewesen', 'zukunft', 'beginnt', 'wohl', 'irgendwann', 'mikroben']"
237,"['sensationell', 'mehr', 'bildung', 'fr', 'welt']"
238,"['unbedeutende', 'kleine', 'blttchen', 'ganzen', 'baum', 'vernichten']"
239,"['nie', 'trnen', 'augen', 'dokumentation', 'spitzenleistungen']"
240,"['akademiker', 'deren', 'brut', 'berschtzen']"
241,"['sprecherin', 'judith', 'rakers']"
242,"['liebe', 'politiker', 'bitte', 'anschauen', 'endlich', 'hirn', 'beweisen']"
243,"['disinformation', 'pur']"
244,['verletzlich']
245,"['danke', 'alter']"
246,"['einfach', 'sprachlos', 'minuten', 'sollten', 'standardwerk', 'jeglicher', 'bildungseinrichtung', 'vernunft', 'menschen', 'vergrern']"
247,"['mensch', 'kreise', 'gtter', 'moses', 'einstein', 'trifft', 'gott', 'mister', 'pi']"
248,"['danke', 'on', 'point', 'gute', 'arbeit']"
249,"['liest', 'jemand']"
250,"['mensch', 'besteht', 'prozent', 'virendna', 'denken', 'geben']"
251,"['zwei', 'planeten', 'schon', 'lnger', 'kennen', 'ziehen', 'bahnen', 'universum', 'bahnen', 'treffen', 'etwa', 'millionen', 'jahre', 'heute', 'mal', 'weit', 'sei', 'gegrt', 'alter', 'freund', 'sagt', 'freut', 'ebenfalls', 'treffen', 'antwortet', 'los', 'siehst', 'richtig', 'scheie', 'wei', 'genau', 'antwortet', 'gefragte', 'juckt', 'berall', 'oberflche', 'brodelt', 'stinke', 'seltsame', 'dmpfe', 'schwelen', 'rum', 'stellen', 'brckelt', 'haut', 'dauernde', 'unwohlsein', 'glaube', 'menschen', 'eingefangen', 'oh', 'sagt', 'musst', 'sorgen', 'schon', 'extrem', 'unangenehm', 'gehen', 'allein']"
252,"['htte', 'lieber', 'darstellung', 'mensch', 'knguru', 'gesehen']"
